station_code,year,departement_code,total_passengers_over_the_year,simple_assistance,ramp_assistance,wheelchair_assistance,ramp_and_wheelchair_assistance,total_assistance,clusters,cluster
87781278,2015,34,662516,332,372,10,1443,2157,0,light pink
87781609,2015,34,17230,51,43,3,181,278,0,light pink
87783001,2015,12,80605,9,11,0,59,79,0,light pink
87783175,2015,15,31195,4,4,0,90,98,0,light pink
87783282,2015,48,33040,18,7,0,91,116,0,light pink
87783605,2015,48,27755,8,6,1,52,67,0,light pink
87784009,2015,66,1758375,1254,1400,53,4928,7635,0,light pink
87785006,2015,66,58653,64,11,1,102,178,0,light pink
87111849,2016,77,5418784,3645,2268,85,9603,15601,0,light pink
87113001,2016,75,35820125,3582,3019,133,11319,18053,3,dark purple
87116582,2016,02,1786537,14,14,0,164,192,0,light pink
87118000,2016,10,969326,67,135,2,515,719,0,light pink
87118158,2016,10,294493,8,21,0,84,113,0,light pink
87141002,2016,54,7633063,3284,1009,57,8109,12459,0,light pink
87141044,2016,54,230441,242,55,10,585,892,0,light pink
87141150,2016,54,877566,89,32,1,234,356,0,light pink
87141291,2016,88,80656,15,25,3,183,226,0,light pink
87141820,2016,54,937395,258,12,4,325,599,0,light pink
87142000,2016,52,393953,70,73,1,404,548,0,light pink
87142109,2016,57,616699,652,747,40,2663,4102,0,light pink
87142125,2016,52,76315,32,78,5,320,435,0,light pink
87144006,2016,88,1081484,418,124,16,1406,1964,0,light pink
87144014,2016,88,383617,135,60,8,321,524,0,light pink
87144055,2016,88,280450,4,1,0,12,17,0,light pink
87144279,2016,88,68356,6,8,0,44,58,0,light pink
87144451,2016,88,250668,70,46,4,269,389,0,light pink
87147322,2016,55,215538,71,87,2,369,529,0,light pink
87171009,2016,51,3751481,808,399,24,3049,4280,0,light pink
87171330,2016,51,195869,1,0,0,3,4,0,light pink
87171553,2016,51,736596,77,51,7,1025,1160,0,light pink
87171926,2016,51,900104,559,657,29,2733,3978,0,light pink
87172007,2016,08,1079803,587,183,5,1241,2016,0,light pink
87172080,2016,08,223448,3,2,0,7,12,0,light pink
87172130,2016,08,92403,5,0,0,7,12,0,light pink
87172254,2016,08,310422,471,709,1,1272,2453,0,light pink
87172270,2016,08,330461,1062,26,0,1111,2199,0,light pink
87174003,2016,51,796200,161,52,9,712,934,0,light pink
87174276,2016,51,222209,33,24,1,542,600,0,light pink
87175000,2016,52,218749,50,41,2,212,305,0,light pink
87175042,2016,55,387660,120,37,0,374,531,0,light pink
87175091,2016,52,63789,25,2,0,42,69,0,light pink
87175257,2016,55,160004,46,4,1,118,169,0,light pink
87175778,2016,55,129927,7,7,1,55,70,0,light pink
87182014,2016,68,3589253,801,305,19,1977,3102,0,light pink
87182063,2016,68,4946420,1764,675,33,4658,7130,0,light pink
87182139,2016,68,1122561,109,14,0,218,341,0,light pink
87182238,2016,68,286839,5,5,0,22,32,0,light pink
87184002,2016,90,1059616,613,161,5,1410,2189,0,light pink
87184523,2016,25,495367,237,40,1,428,706,0,light pink
87185009,2016,70,329654,111,40,2,249,402,0,light pink
87185249,2016,70,174734,71,16,1,161,249,0,light pink
87191007,2016,57,2798556,224,138,5,764,1131,0,light pink
87191106,2016,57,236360,0,0,0,0,0,0,light pink
87191114,2016,57,1105289,50,8,0,264,322,0,light pink
87192039,2016,57,6999919,1728,772,23,4616,7139,0,light pink
87192401,2016,57,121770,0,0,0,1,1,0,light pink
87192468,2016,54,312330,2,1,0,7,10,0,light pink
87192666,2016,54,120952,2,4,0,64,70,0,light pink
87193003,2016,57,340553,162,45,6,320,533,0,light pink
87193250,2016,57,119276,13,2,0,21,36,0,light pink
87193318,2016,57,247406,28,9,0,70,107,0,light pink
87193615,2016,57,412311,157,25,1,294,477,0,light pink
87194001,2016,54,524023,8,33,4,107,152,0,light pink
87194274,2016,54,54140,5,6,0,116,127,0,light pink
87212027,2016,67,18472587,4693,3070,122,14151,22036,3,dark purple
87212225,2016,67,1186072,107,32,2,283,424,0,light pink
87213058,2016,67,1573588,51,124,4,293,472,0,light pink
87214056,2016,67,2086181,456,30,25,737,1248,0,light pink
87214577,2016,67,1564791,30,2,0,249,281,0,light pink
87215012,2016,57,716037,190,54,5,375,624,0,light pink
87223263,2016,59,7780562,4849,6254,168,19225,30496,0,light pink
87271007,2016,75,242273091,6488,7006,121,22865,36480,1,pink
87271494,2016,95,13534634,1820,4205,118,8704,14847,3,dark purple
87271551,2016,60,521190,0,0,0,0,0,0,light pink
87271593,2016,60,1784694,1,0,0,25,26,0,light pink
87271734,2016,02,389764,1,0,0,6,7,0,light pink
87271817,2016,02,613671,62,19,1,124,206,0,light pink
87276006,2016,60,4975896,123,28,1,483,635,0,light pink
87276691,2016,60,2277907,115,68,2,370,555,0,light pink
87276725,2016,60,703547,0,1,0,4,5,0,light pink
87281006,2016,59,1681344,1179,229,7,2471,3886,0,light pink
87281071,2016,62,706331,131,107,3,494,735,0,light pink
87281444,2016,62,848920,161,45,5,318,529,0,light pink
87286005,2016,59,18418490,4158,1699,54,10143,16054,3,dark purple
87286146,2016,59,816834,26,4,0,50,80,0,light pink
87286302,2016,59,1644597,312,84,4,655,1055,0,light pink
87286542,2016,59,840616,241,157,12,658,1068,0,light pink
87295006,2016,59,431890,258,57,2,529,846,0,light pink
87295063,2016,02,114927,27,33,0,111,171,0,light pink
87295600,2016,59,580610,114,78,2,747,941,0,light pink
87296004,2016,02,1131841,366,69,31,840,1306,0,light pink
87296012,2016,02,781255,157,60,8,561,786,0,light pink
87296442,2016,02,444261,147,22,24,467,660,0,light pink
87300822,2016,90,739676,392,405,12,1744,2553,0,light pink
87300863,2016,25,682900,524,330,11,1624,2489,0,light pink
87313056,2016,80,351568,1,1,0,12,14,0,light pink
87313072,2016,80,455852,11,0,0,20,31,0,light pink
87313098,2016,80,123926,2,0,0,2,4,0,light pink
87313122,2016,80,148203,0,0,0,2,2,0,light pink
87313320,2016,80,141593,5,0,0,5,10,0,light pink
87313346,2016,80,161941,18,3,0,34,55,0,light pink
87313387,2016,60,45473,0,0,0,1,1,0,light pink
87313437,2016,80,145276,0,0,0,0,0,0,light pink
87313460,2016,80,119012,0,0,0,0,0,0,light pink
87313510,2016,60,1379556,124,31,1,310,466,0,light pink
87313668,2016,60,857444,1,0,0,14,15,0,light pink
87313759,2016,60,41096,8,1,0,15,24,0,light pink
87313874,2016,80,5229456,932,293,14,2070,3309,0,light pink
87313882,2016,80,365688,473,509,29,1721,2732,0,light pink
87317057,2016,62,244236,323,120,3,640,1086,0,light pink
87317065,2016,62,358759,8,30,0,122,160,0,light pink
87317263,2016,62,999319,256,120,1,516,893,0,light pink
87317362,2016,80,727081,33,60,5,297,395,0,light pink
87317586,2016,62,858187,263,139,1,850,1253,0,light pink
87318964,2016,84,3836804,1976,3752,86,10058,15872,0,light pink
87319012,2016,13,3403078,1534,2322,64,6906,10826,0,light pink
87324095,2016,86,176508,65,28,1,170,264,0,light pink
87342006,2016,62,1775966,296,141,0,667,1104,0,light pink
87342014,2016,62,4138307,1100,734,31,3259,5124,0,light pink
87342337,2016,62,213538,19,2,3,62,86,0,light pink
87343004,2016,59,3069595,627,237,5,1605,2474,0,light pink
87345009,2016,59,2863936,752,258,23,1748,2781,0,light pink
87345025,2016,62,1603612,204,81,8,482,775,0,light pink
87345520,2016,59,657910,262,33,3,444,742,0,light pink
87381509,2016,78,10174217,233,116,20,627,996,0,light pink
87384008,2016,75,108771941,4138,2476,355,12009,18978,2,purple
87387001,2016,27,1107913,236,59,38,722,1055,0,light pink
87391003,2016,75,55162747,10622,17095,718,46799,75234,3,dark purple
87393009,2016,78,24132107,116,194,9,594,913,3,dark purple
87393488,2016,28,1660359,21,19,2,127,169,0,light pink
87393702,2016,91,1984315,911,1271,38,3971,6191,0,light pink
87394007,2016,28,2669475,173,168,2,760,1103,0,light pink
87394114,2016,28,1460910,11,6,0,30,47,0,light pink
87394130,2016,28,1207819,0,1,0,8,9,0,light pink
87394148,2016,28,183752,0,0,0,1,1,0,light pink
87394155,2016,28,116412,0,0,0,0,0,0,light pink
87394171,2016,28,96104,0,0,0,0,0,0,light pink
87394221,2016,28,292795,4,1,0,20,25,0,light pink
87394254,2016,28,359163,0,4,0,21,25,0,light pink
87394288,2016,61,16329,0,0,0,1,1,0,light pink
87394296,2016,28,429097,39,31,8,177,255,0,light pink
87394411,2016,28,75577,0,0,0,0,0,0,light pink
87394437,2016,28,143108,0,0,0,1,1,0,light pink
87394452,2016,28,70824,0,0,0,1,1,0,light pink
87396002,2016,72,5143229,2600,1984,70,10343,14997,0,light pink
87396234,2016,72,122207,255,34,0,433,722,0,light pink
87396408,2016,72,546858,92,62,1,509,664,0,light pink
87396606,2016,72,161421,13,15,1,109,138,0,light pink
87411017,2016,76,5801845,1491,965,94,4920,7470,0,light pink
87413013,2016,76,1621008,726,370,46,1668,2810,0,light pink
87413344,2016,76,486612,46,16,3,153,218,0,light pink
87413385,2016,76,909234,160,37,15,355,567,0,light pink
87415018,2016,76,479196,225,88,9,603,925,0,light pink
87444000,2016,14,3070891,1711,853,62,5451,8077,0,light pink
87444067,2016,14,530050,141,48,12,522,723,0,light pink
87444265,2016,14,1105959,236,363,53,1274,1926,0,light pink
87444372,2016,14,734865,227,709,111,1583,2630,0,light pink
87444539,2016,61,291798,142,98,17,522,779,0,light pink
87444711,2016,61,393130,117,115,0,649,881,0,light pink
87444877,2016,50,553961,398,148,30,796,1372,0,light pink
87446179,2016,31,283908,2,0,0,3,5,0,light pink
87447003,2016,50,206774,155,20,0,339,514,0,light pink
87447219,2016,14,209488,80,65,2,551,698,0,light pink
87447680,2016,50,212199,111,123,9,451,694,0,light pink
87471003,2016,35,9411458,4909,3580,105,17531,26125,0,light pink
87471300,2016,35,817109,720,207,15,2579,3521,0,light pink
87471508,2016,35,718364,113,25,2,473,613,0,light pink
87473009,2016,22,1217822,560,615,22,2415,3612,0,light pink
87473108,2016,22,419407,134,192,3,1030,1359,0,light pink
87473181,2016,22,125498,52,225,6,554,837,0,light pink
87473207,2016,22,582013,258,470,19,1566,2313,0,light pink
87473223,2016,22,175940,70,137,5,364,576,0,light pink
87474007,2016,29,1631603,831,514,16,2408,3769,0,light pink
87474098,2016,29,880602,931,966,61,4082,6040,0,light pink
87474155,2016,29,152470,61,69,1,250,381,0,light pink
87474239,2016,29,589344,360,179,1,1046,1586,0,light pink
87474338,2016,29,550739,495,308,16,1567,2386,0,light pink
87474635,2016,29,31926,3,2,0,6,11,0,light pink
87476002,2016,56,1165951,1079,508,14,2819,4420,0,light pink
87476200,2016,56,798576,418,699,35,2331,3483,0,light pink
87476606,2016,56,1324949,754,727,24,2702,4207,0,light pink
87478073,2016,35,379307,315,69,7,723,1114,0,light pink
87478107,2016,35,1092776,729,781,30,2588,4128,0,light pink
87478164,2016,22,81345,144,4,2,254,404,0,light pink
87478404,2016,53,1250032,651,302,20,2202,3175,0,light pink
87481002,2016,44,11048763,5899,4990,178,23740,34807,0,light pink
87481192,2016,44,892451,133,56,2,659,850,0,light pink
87481226,2016,44,167473,28,5,0,105,138,0,light pink
87481283,2016,44,81644,57,31,1,191,280,0,light pink
87481390,2016,85,141623,54,52,0,189,295,0,light pink
87481705,2016,44,882557,431,351,10,1639,2431,0,light pink
87481754,2016,44,428078,375,851,19,1771,3016,0,light pink
87481788,2016,44,105241,443,217,6,843,1509,0,light pink
87481838,2016,44,473277,111,64,1,414,590,0,light pink
87484006,2016,49,5368048,2467,2018,78,10892,15455,0,light pink
87484303,2016,49,521430,197,158,13,1076,1444,0,light pink
87485003,2016,17,1771473,1243,1034,58,4254,6589,0,light pink
87485144,2016,17,392386,174,92,5,664,935,0,light pink
87485300,2016,79,1269730,574,718,36,2823,4151,0,light pink
87486019,2016,85,874411,340,296,9,1545,2190,0,light pink
87486258,2016,85,60513,15,26,1,165,207,0,light pink
87486449,2016,85,395451,177,306,15,940,1438,0,light pink
87486571,2016,85,93217,106,81,1,386,574,0,light pink
87487009,2016,79,50323,20,14,3,87,124,0,light pink
87487249,2016,79,25548,1,4,0,15,20,0,light pink
87487603,2016,49,692282,181,126,10,887,1204,0,light pink
87491001,2016,17,485212,367,302,16,1882,2567,0,light pink
87491449,2016,16,140759,11,21,0,274,306,0,light pink
87491803,2016,17,225274,124,189,18,966,1297,0,light pink
87543009,2016,45,3407093,734,355,165,3374,4628,0,light pink
87543017,2016,45,1620529,351,219,44,1868,2482,0,light pink
87543074,2016,28,102425,0,1,0,27,28,0,light pink
87543116,2016,45,72580,1,0,0,6,7,0,light pink
87543124,2016,45,139351,5,2,0,10,17,0,light pink
87543140,2016,41,191277,10,14,9,45,78,0,light pink
87543165,2016,41,193643,5,8,2,50,65,0,light pink
87545657,2016,28,33197,0,1,0,17,18,0,light pink
87545707,2016,28,27529,1,1,0,4,6,0,light pink
87545731,2016,28,36828,1,0,0,4,5,0,light pink
87545756,2016,28,98778,15,22,1,62,100,0,light pink
87547000,2016,75,23073881,1596,2967,432,10546,15541,3,dark purple
87571000,2016,37,4641092,2723,888,82,7889,11582,0,light pink
87571216,2016,41,425062,302,108,5,620,1035,0,light pink
87571240,2016,37,3553503,2757,2208,220,12716,17901,0,light pink
87571471,2016,37,222283,3,7,1,24,35,0,light pink
87571687,2016,37,120107,1160,15,4,1263,2442,0,light pink
87571794,2016,37,116452,2,1,0,13,16,0,light pink
87571828,2016,37,190662,0,12,0,60,72,0,light pink
87571885,2016,37,59882,0,0,0,2,2,0,light pink
87574004,2016,41,1499456,377,171,27,1349,1924,0,light pink
87574137,2016,45,269021,1,10,0,36,47,0,light pink
87574160,2016,45,335196,0,6,0,75,81,0,light pink
87574194,2016,41,211373,5,2,0,51,58,0,light pink
87574319,2016,41,226387,4,4,0,21,29,0,light pink
87574343,2016,37,513690,70,38,3,521,632,0,light pink
87574475,2016,37,127815,2,0,0,7,9,0,light pink
87574558,2016,41,61126,14,7,1,73,95,0,light pink
87574665,2016,37,61802,0,0,0,1,1,0,light pink
87574855,2016,41,76917,5,0,0,43,48,0,light pink
87574897,2016,41,82671,70,12,1,106,189,0,light pink
87575001,2016,86,2933905,1452,1555,87,7332,10426,0,light pink
87575050,2016,37,90896,2,0,0,5,7,0,light pink
87575076,2016,37,38778,27,0,0,49,76,0,light pink
87575142,2016,86,506257,130,216,9,805,1160,0,light pink
87576009,2016,18,856521,375,339,44,2373,3131,0,light pink
87576116,2016,18,50612,0,0,0,4,4,0,light pink
87576207,2016,18,880015,271,258,41,1644,2214,0,light pink
87576272,2016,18,16555,2,0,0,7,9,0,light pink
87576298,2016,18,11263,35,3,0,68,106,0,light pink
87576322,2016,18,54625,12,11,1,77,101,0,light pink
87576439,2016,18,26383,0,0,0,5,5,0,light pink
87576868,2016,41,26725,2,1,0,20,23,0,light pink
87576876,2016,41,55532,9,4,0,24,37,0,light pink
87576884,2016,41,24318,0,0,0,12,12,0,light pink
87581009,2016,33,12198403,6409,7212,361,32812,46794,3,dark purple
87582478,2016,33,771937,57,37,0,263,357,0,light pink
87582668,2016,33,792957,284,365,7,1171,1827,0,light pink
87582775,2016,33,627862,124,43,3,297,467,0,light pink
87583005,2016,16,1688713,727,1271,64,5252,7314,0,light pink
87584052,2016,33,1317070,226,457,11,1929,2623,0,light pink
87584268,2016,24,275003,110,121,7,820,1058,0,light pink
87586008,2016,47,1141620,942,735,71,3634,5382,0,light pink
87586545,2016,47,419885,297,139,9,812,1257,0,light pink
87586651,2016,47,163938,419,17,0,555,991,0,light pink
87592006,2016,87,1643729,934,724,74,5464,7196,0,light pink
87592121,2016,87,38791,2,2,0,27,31,0,light pink
87592345,2016,87,46898,1,1,0,4,6,0,light pink
87592378,2016,23,186234,74,92,11,579,756,0,light pink
87592485,2016,87,36090,25,6,0,42,73,0,light pink
87592667,2016,87,8301,0,1,0,19,20,0,light pink
87592709,2016,87,21175,5,3,1,62,71,0,light pink
87592725,2016,87,50427,0,0,0,5,5,0,light pink
87592824,2016,87,27333,3,1,2,141,147,0,light pink
87594002,2016,19,836580,375,673,46,2760,3854,0,light pink
87594093,2016,19,59892,12,16,2,153,183,0,light pink
87594200,2016,19,81930,26,60,1,150,237,0,light pink
87594275,2016,19,18281,5,2,0,34,41,0,light pink
87594333,2016,46,109928,40,98,2,428,568,0,light pink
87594499,2016,19,160793,1,3,0,61,65,0,light pink
87594663,2016,19,8892,0,0,0,26,26,0,light pink
87595009,2016,24,868885,268,277,18,1718,2281,0,light pink
87595827,2016,24,49368,89,23,0,257,369,0,light pink
87597005,2016,36,751042,155,270,41,1209,1675,0,light pink
87597062,2016,36,169093,65,37,0,189,291,0,light pink
87597120,2016,36,126215,1,24,1,125,151,0,light pink
87597609,2016,23,81869,14,5,0,238,257,0,light pink
87611004,2016,31,9539321,4282,4250,194,24737,33463,0,light pink
87611038,2016,31,844200,126,19,0,298,443,0,light pink
87611137,2016,31,257282,209,34,0,575,818,0,light pink
87611152,2016,31,181147,58,122,2,537,719,0,light pink
87611244,2016,82,1105851,394,263,21,1799,2477,0,light pink
87611343,2016,09,341778,141,36,1,284,462,0,light pink
87611467,2016,31,295124,10,36,1,79,126,0,light pink
87611483,2016,66,48806,4,35,3,146,188,0,light pink
87611616,2016,09,221001,58,47,2,246,353,0,light pink
87611665,2016,31,223630,2,1,0,6,9,0,light pink
87611749,2016,32,217086,99,13,0,184,296,0,light pink
87611806,2016,32,262224,7,2,0,35,44,0,light pink
87611863,2016,82,64647,0,2,0,23,25,0,light pink
87611889,2016,82,83344,3,7,0,23,33,0,light pink
87611897,2016,82,84572,1,1,0,14,16,0,light pink
87613000,2016,46,348633,138,121,8,676,943,0,light pink
87613059,2016,46,16179,0,1,0,12,13,0,light pink
87613091,2016,46,160735,38,34,2,256,330,0,light pink
87613109,2016,12,73838,8,6,1,41,56,0,light pink
87613141,2016,46,97145,6,19,0,75,100,0,light pink
87613356,2016,82,99606,2,5,0,49,56,0,light pink
87613422,2016,12,191173,58,88,3,498,647,0,light pink
87613661,2016,12,16694,3,5,0,18,26,0,light pink
87613893,2016,12,71022,3,14,0,101,118,0,light pink
87615005,2016,81,392651,110,89,4,643,846,0,light pink
87615039,2016,11,298324,71,51,3,309,434,0,light pink
87615195,2016,81,52084,0,1,0,5,6,0,light pink
87615252,2016,81,224255,2,2,0,80,84,0,light pink
87615286,2016,11,786810,238,243,16,1322,1819,0,light pink
87615344,2016,81,433790,4,9,0,168,181,0,light pink
87615468,2016,81,174902,51,36,0,309,396,0,light pink
87615476,2016,81,138951,138,13,2,206,359,0,light pink
87615542,2016,81,58346,4,19,0,131,154,0,light pink
87615625,2016,81,89990,16,19,0,244,279,0,light pink
87615732,2016,12,14811,0,1,0,2,3,0,light pink
87641001,2016,03,343667,56,127,14,851,1048,0,light pink
87641357,2016,03,31586,2,2,0,8,12,0,light pink
87641415,2016,03,152911,3,1,0,14,18,0,light pink
87641464,2016,63,8857,3,2,0,15,20,0,light pink
87641472,2016,63,7479,2,4,2,21,29,0,light pink
87645002,2016,15,143170,25,23,4,380,432,0,light pink
87645135,2016,15,4322,1,0,0,2,3,0,light pink
87645168,2016,15,11859,0,0,0,26,26,0,light pink
87645440,2016,15,11997,0,4,0,12,16,0,light pink
87645473,2016,15,29538,1,0,0,4,5,0,light pink
87645481,2016,15,18669,0,0,0,19,19,0,light pink
87645507,2016,15,25844,49,16,0,254,319,0,light pink
87671008,2016,65,482700,385,288,8,1781,2462,0,light pink
87671016,2016,40,275100,142,85,6,426,659,0,light pink
87671123,2016,65,91450,10,8,2,138,158,0,light pink
87671339,2016,65,406686,514,596,63,2375,3548,0,light pink
87672006,2016,64,760097,438,395,25,2585,3443,0,light pink
87672253,2016,64,158394,374,73,14,784,1245,0,light pink
87672279,2016,64,40671,4,4,0,84,92,0,light pink
87672725,2016,64,93239,6,19,0,75,100,0,light pink
87673004,2016,64,800871,360,513,27,2328,3228,0,light pink
87673202,2016,40,874024,603,1351,52,4298,6304,0,light pink
87673400,2016,64,419448,172,372,11,1150,1705,0,light pink
